state,district,pincode,bio_age_5_17,bio_age_17_
Gujarat,Surendra Nagar,363530,2978,4228
Gujarat,Surendra Nagar,363610,57,22
Gujarat,Surendra Nagar,363775,0,3
Gujarat,Surendra Nagar,382130,158,143
Gujarat,Surendra Nagar,382150,0,3
Gujarat,Surendra Nagar,382245,14,2
Gujarat,Surendra Nagar,382745,826,737
Gujarat,Surendra Nagar,382750,1410,1730
Gujarat,Surendra Nagar,382755,426,473
Gujarat,Surendra Nagar,382760,673,425
Gujarat,Surendra Nagar,382765,1492,1217
Gujarat,Surendra Nagar,382775,1359,1713
Gujarat,Surendra Nagar,382780,442,391
Gujarat,Surendranagar,363001,4,52
Gujarat,Surendranagar,363002,2,5
Gujarat,Surendranagar,363020,2,14
Gujarat,Surendranagar,363030,7,94
Gujarat,Surendranagar,363040,4,18
Gujarat,Surendranagar,363310,3,56
Gujarat,Surendranagar,363320,9,63
Gujarat,Surendranagar,363351,0,1
Gujarat,Surendranagar,363410,0,8
Gujarat,Surendranagar,363421,5,101
Gujarat,Surendranagar,363423,0,1
Gujarat,Surendranagar,363427,1,5
Gujarat,Surendranagar,363430,0,2
Gujarat,Surendranagar,363440,0,5
Gujarat,Surendranagar,363510,8,31
Gujarat,Surendranagar,363520,1,1
Gujarat,Surendranagar,363530,0,2
Gujarat,Surendranagar,382745,0,1
Gujarat,Surendranagar,382750,0,11
Gujarat,Surendranagar,382755,0,9
Gujarat,Surendranagar,382780,0,1
Gujarat,Tapi,393050,402,513
Gujarat,Tapi,394246,32,103
Gujarat,Tapi,394250,4,17
Gujarat,Tapi,394340,144,268
Gujarat,Tapi,394360,208,244
Gujarat,Tapi,394365,1557,1525
Gujarat,Tapi,394370,1604,2979
Gujarat,Tapi,394375,1863,2314
Gujarat,Tapi,394380,1270,3186
Gujarat,Tapi,394620,27,2
Gujarat,Tapi,394630,657,1154
Gujarat,Tapi,394633,373,650
Gujarat,Tapi,394635,1032,1640
Gujarat,Tapi,394640,593,607
Gujarat,Tapi,394641,122,142
Gujarat,Tapi,394650,2385,2493
Gujarat,Tapi,394651,676,911
Gujarat,Tapi,394655,798,1376
Gujarat,Tapi,394660,40,12
Gujarat,Tapi,394670,1702,1461
Gujarat,Tapi,394680,377,433
Gujarat,Tapi,394690,470,698
Gujarat,Tapi,394716,282,374
Gujarat,Tapi,394730,106,179
Gujarat,Tapi,395620,7,13
Gujarat,The Dangs,394710,5840,7122
Gujarat,The Dangs,394715,1369,1798
Gujarat,The Dangs,394716,2958,3004
Gujarat,The Dangs,394720,324,340
Gujarat,The Dangs,394730,2296,2899
Gujarat,Vadodara,388710,43,80
Gujarat,Vadodara,390001,2312,3386
Gujarat,Vadodara,390002,1508,2815
Gujarat,Vadodara,390003,35,60
Gujarat,Vadodara,390004,1432,2569
Gujarat,Vadodara,390006,2264,4039
Gujarat,Vadodara,390007,1172,2211
Gujarat,Vadodara,390008,602,967
Gujarat,Vadodara,390009,1467,2397
Gujarat,Vadodara,390010,1304,2095
Gujarat,Vadodara,390011,2123,3321
Gujarat,Vadodara,390012,2058,3118
Gujarat,Vadodara,390013,544,1121
Gujarat,Vadodara,390014,626,1081
Gujarat,Vadodara,390016,1773,2198
Gujarat,Vadodara,390017,1271,1953
Gujarat,Vadodara,390018,869,1665
Gujarat,Vadodara,390019,5450,9637
Gujarat,Vadodara,390020,1386,2559
Gujarat,Vadodara,390021,1718,2682
Gujarat,Vadodara,390022,1653,2812
Gujarat,Vadodara,390023,872,1420
Gujarat,Vadodara,390024,1547,2113
Gujarat,Vadodara,390025,1338,2275
Gujarat,Vadodara,391101,333,616
Gujarat,Vadodara,391105,504,651
Gujarat,Vadodara,391107,618,812
Gujarat,Vadodara,391110,2136,2195
Gujarat,Vadodara,391115,372,384
Gujarat,Vadodara,391120,14,19
Gujarat,Vadodara,391121,4,3
Gujarat,Vadodara,391125,393,1236
Gujarat,Vadodara,391130,169,402
Gujarat,Vadodara,391135,862,3261
Gujarat,Vadodara,391140,293,1285
Gujarat,Vadodara,391145,337,815
Gujarat,Vadodara,391150,697,3657
Gujarat,Vadodara,391152,378,2042
Gujarat,Vadodara,391155,393,1023
Gujarat,Vadodara,391156,111,319
Gujarat,Vadodara,391160,2223,6772
Gujarat,Vadodara,391165,2201,7185
Gujarat,Vadodara,391168,832,3394
Gujarat,Vadodara,391170,786,3697
Gujarat,Vadodara,391175,154,547
Gujarat,Vadodara,391210,507,647
Gujarat,Vadodara,391220,437,615
Gujarat,Vadodara,391240,1979,1971
Gujarat,Vadodara,391243,158,335
Gujarat,Vadodara,391244,426,489
Gujarat,Vadodara,391250,467,619
Gujarat,Vadodara,391310,772,1078
Gujarat,Vadodara,391320,19,16
Gujarat,Vadodara,391330,1379,2420
Gujarat,Vadodara,391340,424,519
Gujarat,Vadodara,391345,24,25
Gujarat,Vadodara,391346,22,30
Gujarat,Vadodara,391350,576,671
Gujarat,Vadodara,391410,1083,1532
Gujarat,Vadodara,391421,398,451
Gujarat,Vadodara,391430,882,792
Gujarat,Vadodara,391440,3010,4200
Gujarat,Vadodara,391445,697,1000
Gujarat,Vadodara,391450,432,469
Gujarat,Vadodara,391510,967,1195
Gujarat,Vadodara,391520,398,532
Gujarat,Vadodara,391530,892,985
Gujarat,Vadodara,391740,1341,1648
Gujarat,Vadodara,391745,366,525
Gujarat,Vadodara,391750,6,5
Gujarat,Vadodara,391760,1205,1404
Gujarat,Vadodara,391761,555,719
Gujarat,Vadodara,391770,1356,1483
Gujarat,Vadodara,391774,821,1077
Gujarat,Vadodara,391775,539,744
Gujarat,Vadodara,391780,774,864
Gujarat,Vadodara,392130,0,8
Gujarat,Vadodara,392210,1,0
Gujarat,Vadodara,392220,258,342
Gujarat,Vadodara,392310,245,224
Gujarat,Vadodara,393105,126,175
Gujarat,Valsad,396001,3099,3296
Gujarat,Valsad,396002,285,201
Gujarat,Valsad,396007,953,864
Gujarat,Valsad,396020,674,667
Gujarat,Valsad,396030,343,285
Gujarat,Valsad,396035,169,114
Gujarat,Valsad,396045,536,431
Gujarat,Valsad,396050,4081,5516
Gujarat,Valsad,396051,2209,2545
Gujarat,Valsad,396055,563,589
Gujarat,Valsad,396065,6193,7220
Gujarat,Valsad,396105,1782,2251
Gujarat,Valsad,396115,13,16
Gujarat,Valsad,396120,886,792
Gujarat,Valsad,396125,1709,1394
Gujarat,Valsad,396126,1347,1348
Gujarat,Valsad,396130,398,385
Gujarat,Valsad,396135,211,226
Gujarat,Valsad,396140,185,333
Gujarat,Valsad,396145,733,620
Gujarat,Valsad,396150,754,862
Gujarat,Valsad,396155,898,1135
Gujarat,Valsad,396165,576,520
Gujarat,Valsad,396170,938,839
Gujarat,Valsad,396171,154,120
Gujarat,Valsad,396180,60,76
Gujarat,Valsad,396185,763,730
Gujarat,Valsad,396191,4750,5815
Gujarat,Valsad,396193,1243,1289
Gujarat,Valsad,396195,1225,1371
Gujarat,Valsad,396215,24,25
Gujarat,Valsad,396230,453,676
Gujarat,Valsad,396235,414,616
Gujarat,Valsad,396240,165,215
Gujarat,Valsad,396375,639,503
Gujarat,Valsad,396385,342,372
Haryana,Akhera,122107,0,1
Haryana,Ambala,133001,4290,6480
Haryana,Ambala,133004,1416,2536
Haryana,Ambala,133005,769,843
Haryana,Ambala,133006,116,162
Haryana,Ambala,133021,229,236
Haryana,Ambala,133101,427,844
Haryana,Ambala,133102,593,1209
Haryana,Ambala,133104,1110,1813
Haryana,Ambala,133105,2,2
Haryana,Ambala,133201,1345,2221
Haryana,Ambala,133202,422,842
Haryana,Ambala,133203,969,1807
Haryana,Ambala,133204,0,1
Haryana,Ambala,133205,1202,2194
Haryana,Ambala,133206,230,446
Haryana,Ambala,134003,7580,15071
Haryana,Ambala,134007,556,1193
Haryana,Ambala,134011,165,444
Haryana,Ambala,134118,92,84
Haryana,Ambala,134201,592,625
Haryana,Ambala,134202,1361,2011
Haryana,Ambala,134203,3123,5097
Haryana,Ambala,135001,1,1
Haryana,Ambala,135003,0,1
Haryana,Ambala,135101,1,1
Haryana,Ambala,135102,0,1
Haryana,Bhiwani,127020,0,1
Haryana,Bhiwani,127021,8142,13572
Haryana,Bhiwani,127022,446,377
Haryana,Bhiwani,127025,660,758
Haryana,Bhiwani,127026,653,612
Haryana,Bhiwani,127027,607,1533
Haryana,Bhiwani,127028,1408,1736
Haryana,Bhiwani,127029,989,1871
Haryana,Bhiwani,127030,1025,1548
Haryana,Bhiwani,127031,1633,2719
Haryana,Bhiwani,127032,2169,3898
Haryana,Bhiwani,127035,786,1596
Haryana,Bhiwani,127040,2666,4705
Haryana,Bhiwani,127041,1071,2139
Haryana,Bhiwani,127042,664,791
Haryana,Bhiwani,127043,1147,1516
Haryana,Bhiwani,127045,306,414
Haryana,Bhiwani,127046,2022,3093
Haryana,Bhiwani,127110,222,349
Haryana,Bhiwani,127111,1249,2091
Haryana,Bhiwani,127114,919,1787
Haryana,Bhiwani,127201,2709,3924
Haryana,Bhiwani,127306,1849,1869
Haryana,Bhiwani,127307,454,392
Haryana,Bhiwani,127308,1743,1328
Haryana,Bhiwani,127309,1432,2396
Haryana,Bhiwani,127310,894,745
Haryana,Charkhi Dadri,127021,3,2
Haryana,Charkhi Dadri,127022,203,411
Haryana,Charkhi Dadri,127025,94,160
Haryana,Charkhi Dadri,127026,386,748
Haryana,Charkhi Dadri,127030,35,83
Haryana,Charkhi Dadri,127042,195,555
Haryana,Charkhi Dadri,127306,738,1656
Haryana,Charkhi Dadri,127307,126,275
Haryana,Charkhi Dadri,127308,512,1411
Haryana,Charkhi Dadri,127309,69,106
Haryana,Charkhi Dadri,127310,470,887
Haryana,Charkhi Dadri,127311,2,2
Haryana,Charkhi Dadri,127312,190,469
Haryana,Faridabad,121001,11385,9338
Haryana,Faridabad,121002,5922,6900
Haryana,Faridabad,121003,5626,7314
Haryana,Faridabad,121004,19395,19165
Haryana,Faridabad,121005,7128,6208
Haryana,Faridabad,121006,2012,1895
Haryana,Faridabad,121007,778,784
Haryana,Faridabad,121008,594,726
Haryana,Faridabad,121009,1132,1449
Haryana,Faridabad,121010,513,607
Haryana,Faridabad,121012,99,68
Haryana,Faridabad,121013,1067,1545
Haryana,Faridabad,121014,5,9
Haryana,Faridabad,121101,3031,3530
Haryana,Faridabad,121102,271,416
Haryana,Faridabad,121103,2,3
Haryana,Faridabad,121105,2,5
Haryana,Faridabad,121106,9,11
Haryana,Faridabad,121107,5,2
Haryana,Fatehabad,125047,548,797
Haryana,Fatehabad,125048,1239,2247
Haryana,Fatehabad,125050,7157,7803
Haryana,Fatehabad,125051,7619,8680
Haryana,Fatehabad,125052,19,14
Haryana,Fatehabad,125053,2444,3732
Haryana,Fatehabad,125060,1,1
Haryana,Fatehabad,125103,0,2
Haryana,Fatehabad,125106,1763,2780
Haryana,Fatehabad,125111,2500,2864
Haryana,Fatehabad,125112,423,518
Haryana,Fatehabad,125113,567,734
Haryana,Fatehabad,125120,4305,6745
Haryana,Fatehabad,125121,0,1
Haryana,Fatehabad,125133,1279,3012
Haryana,Gurgaon,122001,11213,10980
Haryana,Gurgaon,122002,1055,1336
Haryana,Gurgaon,122003,1147,1291
Haryana,Gurgaon,122004,1647,1614
Haryana,Gurgaon,122005,9,8
Haryana,Gurgaon,122006,778,865
Haryana,Gurgaon,122007,11,9
Haryana,Gurgaon,122008,4,11
Haryana,Gurgaon,122009,318,415
Haryana,Gurgaon,122010,13,13
Haryana,Gurgaon,122011,584,487
Haryana,Gurgaon,122015,317,321
Haryana,Gurgaon,122016,251,288
Haryana,Gurgaon,122017,1404,1433
Haryana,Gurgaon,122018,942,947
Haryana,Gurgaon,122051,414,452
Haryana,Gurgaon,122052,63,66
Haryana,Gurgaon,122098,2,2
Haryana,Gurgaon,122101,1444,1922
Haryana,Gurgaon,122102,1704,1659
Haryana,Gurgaon,122103,2655,2574
Haryana,Gurgaon,122104,0,1
Haryana,Gurgaon,122105,56,80
Haryana,Gurgaon,122107,13,90
Haryana,Gurgaon,122413,1188,1446
Haryana,Gurgaon,122414,848,860
Haryana,Gurgaon,122502,698,668
Haryana,Gurgaon,122503,2185,1695
Haryana,Gurgaon,122504,1089,1051
Haryana,Gurgaon,122505,1793,1571
Haryana,Gurgaon,122506,1379,1376
Haryana,Gurgaon,122508,4,2
Haryana,Gurgaon,123034,0,1
Haryana,Gurgaon,123035,16,12
Haryana,Gurgaon,123401,1,0
Haryana,Hisar,125001,16841,17747
Haryana,Hisar,125004,1459,1848
Haryana,Hisar,125005,868,1187
Haryana,Hisar,125006,779,808
Haryana,Hisar,125011,1,0
Haryana,Hisar,125033,8161,9134
Haryana,Hisar,125037,422,682
Haryana,Hisar,125038,738,1100
Haryana,Hisar,125039,3496,4704
Haryana,Hisar,125042,1863,2663
Haryana,Hisar,125044,1302,1726
Haryana,Hisar,125047,1706,1806
Haryana,Hisar,125048,78,121
Haryana,Hisar,125049,1260,1769
Haryana,Hisar,125050,67,101
Haryana,Hisar,125052,5140,5722
Haryana,Hisar,125053,17,15
Haryana,Hisar,125055,6,5
Haryana,Hisar,125111,0,1
Haryana,Hisar,125112,912,1361
Haryana,Hisar,125113,2464,2748
Haryana,Hisar,125121,5740,7289
Haryana,Hisar,127041,3,7
Haryana,Jhajjar,124021,22,42
Haryana,Jhajjar,124102,540,1294
Haryana,Jhajjar,124103,3549,4074
Haryana,Jhajjar,124104,788,946
Haryana,Jhajjar,124105,1306,1258
Haryana,Jhajjar,124106,1626,2500
Haryana,Jhajjar,124107,715,1458
Haryana,Jhajjar,124108,1291,1427
Haryana,Jhajjar,124109,1251,1840
Haryana,Jhajjar,124142,652,678
Haryana,Jhajjar,124146,1077,1842
Haryana,Jhajjar,124201,743,1656
Haryana,Jhajjar,124202,665,1415
Haryana,Jhajjar,124404,100,123
Haryana,Jhajjar,124406,1,0
Haryana,Jhajjar,124412,195,487
Haryana,Jhajjar,124501,789,1152
Haryana,Jhajjar,124504,371,543
Haryana,Jhajjar,124505,839,902
Haryana,Jhajjar,124506,372,380
Haryana,Jhajjar,124507,8025,7705
Haryana,Jind,126101,1841,2682
Haryana,Jind,126102,7768,12779
Haryana,Jind,126110,682,1111
Haryana,Jind,126111,894,1662
Haryana,Jind,126112,4208,8584
Haryana,Jind,126113,1718,2562
Haryana,Jind,126114,1521,3350
Haryana,Jind,126115,3154,5464
Haryana,Jind,126116,9467,12068
Haryana,Jind,126125,1731,3652
Haryana,Jind,126152,1893,2477
Haryana,Kaithal,136020,981,1498
Haryana,Kaithal,136021,1526,2628
Haryana,Kaithal,136026,1937,3021
Haryana,Kaithal,136027,12574,15703
Haryana,Kaithal,136033,2071,2478
Haryana,Kaithal,136034,2998,3912
Haryana,Kaithal,136035,1617,1722
Haryana,Kaithal,136042,1719,2440
Haryana,Kaithal,136043,2357,4137
Haryana,Kaithal,136044,1409,2194
Haryana,Kaithal,136117,5213,5801
Haryana,Karnal,132001,10888,15927
Haryana,Karnal,132022,581,991
Haryana,Karnal,132023,583,1046
Haryana,Karnal,132024,1569,3603
Haryana,Karnal,132036,1310,2029
Haryana,Karnal,132037,895,1530
Haryana,Karnal,132039,2670,5114
Haryana,Karnal,132040,937,2075
Haryana,Karnal,132041,2123,5035
Haryana,Karnal,132046,839,1752
Haryana,Karnal,132054,1309,2843
Haryana,Karnal,132114,3951,7814
Haryana,Karnal,132116,1965,4286
Haryana,Karnal,132117,1544,4352
Haryana,Karnal,132157,1260,3198
Haryana,Kurukshetra,136020,6,12
Haryana,Kurukshetra,136030,959,1841
Haryana,Kurukshetra,136038,395,810
Haryana,Kurukshetra,136118,4047,6474
Haryana,Kurukshetra,136119,2366,4976
Haryana,Kurukshetra,136128,3294,7125
Haryana,Kurukshetra,136129,881,2231
Haryana,Kurukshetra,136130,838,2274
Haryana,Kurukshetra,136131,2276,4564
Haryana,Kurukshetra,136132,2345,4074
Haryana,Kurukshetra,136135,3907,8292
Haryana,Kurukshetra,136136,452,1358
Haryana,Kurukshetra,136156,1592,2603
Haryana,Mahendragarh,123001,6274,7364
Haryana,Mahendragarh,123021,2604,3632
Haryana,Mahendragarh,123023,3012,3780
Haryana,Mahendragarh,123024,1325,2037
Haryana,Mahendragarh,123027,2126,3118
Haryana,Mahendragarh,123028,755,1152
Haryana,Mahendragarh,123029,3181,5141
Haryana,Mahendragarh,123034,1224,2107
Haryana,Mewat,122006,1,0
Haryana,Mewat,122103,3210,1809
Haryana,Mewat,122104,4848,3485
Haryana,Mewat,122105,5788,5200
Haryana,Mewat,122107,6502,5067
Haryana,Mewat,122108,5541,4723
Haryana,Mewat,122508,12378,9773
Haryana,Palwal,121004,839,985
Haryana,Palwal,121102,12372,11609
Haryana,Palwal,121103,6798,5536
Haryana,Palwal,121105,3353,3020
Haryana,Palwal,121106,4532,4423
Haryana,Palwal,121107,2723,2507
Haryana,Panchkula,133104,0,2
Haryana,Panchkula,133301,398,409
Haryana,Panchkula,133302,1843,2493
Haryana,Panchkula,134003,0,1
Haryana,Panchkula,134101,39,23
Haryana,Panchkula,134102,2912,2873
Haryana,Panchkula,134103,1,1
Haryana,Panchkula,134104,204,221
Haryana,Panchkula,134105,2,3
Haryana,Panchkula,134107,555,501
Haryana,Panchkula,134108,432,278
Haryana,Panchkula,134109,2452,2155
Haryana,Panchkula,134112,869,738
Haryana,Panchkula,134113,2418,1881
Haryana,Panchkula,134114,286,201
Haryana,Panchkula,134115,113,151
Haryana,Panchkula,134116,1832,1333
Haryana,Panchkula,134117,126,88
Haryana,Panchkula,134118,1819,2466
Haryana,Panchkula,134201,121,221
Haryana,Panchkula,134204,1395,2445
Haryana,Panchkula,134205,484,582
Haryana,Panchkula,135133,2,0
Haryana,Panipat,132101,2704,4582
Haryana,Panipat,132102,358,650
Haryana,Panipat,132103,19853,28422
Haryana,Panipat,132104,1558,3067
Haryana,Panipat,132105,584,819
Haryana,Panipat,132106,27,40
Haryana,Panipat,132107,1524,2934
Haryana,Panipat,132108,698,1101
Haryana,Panipat,132113,1875,3089
Haryana,Panipat,132115,410,550
Haryana,Panipat,132122,546,795
Haryana,Panipat,132140,594,951
Haryana,Panipat,132145,695,1347
Haryana,Rewari,122107,44,38
Haryana,Rewari,122413,0,2
Haryana,Rewari,122414,143,119
Haryana,Rewari,122502,470,476
Haryana,Rewari,123029,0,2
Haryana,Rewari,123035,1000,1063
Haryana,Rewari,123101,1249,1095
Haryana,Rewari,123102,1081,1477
Haryana,Rewari,123103,696,812
Haryana,Rewari,123106,2439,1794
Haryana,Rewari,123110,344,288
Haryana,Rewari,123301,604,564
Haryana,Rewari,123302,1484,1443
Haryana,Rewari,123303,1388,1566
Haryana,Rewari,123401,8897,9324
Haryana,Rewari,123411,2049,2148
Haryana,Rewari,123412,547,508
Haryana,Rewari,123501,2552,2026
Haryana,Rohtak,124001,11669,21758
Haryana,Rohtak,124021,1012,2004
Haryana,Rohtak,124022,507,1143
Haryana,Rohtak,124111,956,2208
Haryana,Rohtak,124112,2521,5261
Haryana,Rohtak,124113,1242,2957
Haryana,Rohtak,124201,160,580
Haryana,Rohtak,124202,127,243
Haryana,Rohtak,124303,997,1857
Haryana,Rohtak,124401,1079,2138
Haryana,Rohtak,124404,201,391
Haryana,Rohtak,124406,340,663
Haryana,Rohtak,124411,670,1481
Haryana,Rohtak,124412,583,1152
Haryana,Rohtak,124501,1650,2802
Haryana,Rohtak,124513,428,619
Haryana,Rohtak,124514,1558,3013
Haryana,Sirsa,125047,0,2
Haryana,Sirsa,125050,0,2
Haryana,Sirsa,125051,1,0
Haryana,Sirsa,125054,638,758
Haryana,Sirsa,125055,13969,17335
Haryana,Sirsa,125058,672,736
Haryana,Sirsa,125060,1405,1870
Haryana,Sirsa,125075,2244,3005
Haryana,Sirsa,125076,1970,3044
Haryana,Sirsa,125077,1958,2605
Haryana,Sirsa,125078,1731,2351
Haryana,Sirsa,125101,508,1182
Haryana,Sirsa,125102,2943,4612
Haryana,Sirsa,125103,1944,2848
Haryana,Sirsa,125104,4135,6078
Haryana,Sirsa,125110,3046,4488
Haryana,Sirsa,125121,3,2
Haryana,Sirsa,125201,3475,5506
Haryana,Sonipat,131001,9328,9350
Haryana,Sonipat,131021,1079,1349
Haryana,Sonipat,131022,590,652
Haryana,Sonipat,131023,1361,1878
Haryana,Sonipat,131024,693,1143
Haryana,Sonipat,131027,1225,1366
Haryana,Sonipat,131028,859,1066
Haryana,Sonipat,131029,981,1276
Haryana,Sonipat,131039,813,1111
Haryana,Sonipat,131101,3795,5316
Haryana,Sonipat,131102,792,1371
Haryana,Sonipat,131103,849,1142
Haryana,Sonipat,131301,5242,9325
Haryana,Sonipat,131302,1233,2826
Haryana,Sonipat,131304,745,1511
Haryana,Sonipat,131305,567,940
Haryana,Sonipat,131306,887,2210
Haryana,Sonipat,131402,1548,2766
Haryana,Sonipat,131403,475,746
Haryana,Sonipat,131408,1079,1821
Haryana,Sonipat,131409,483,864
Haryana,Yamuna Nagar,133103,1754,3815
Haryana,Yamuna Nagar,133105,107,325
Haryana,Yamuna Nagar,133202,208,429
Haryana,Yamuna Nagar,133204,1800,4300
Haryana,Yamuna Nagar,133206,674,1716
Haryana,Yamuna Nagar,134202,1,0
Haryana,Yamuna Nagar,134203,1,0
Haryana,Yamuna Nagar,135001,12096,16512
Haryana,Yamuna Nagar,135002,1045,1481
Haryana,Yamuna Nagar,135003,3634,5844
Haryana,Yamuna Nagar,135021,1227,2005
Haryana,Yamuna Nagar,135101,2685,3485
Haryana,Yamuna Nagar,135102,2283,3740
Haryana,Yamuna Nagar,135103,1956,3388
Haryana,Yamuna Nagar,135106,969,1402
Haryana,Yamuna Nagar,135133,3152,6694
Haryana,Yamunanagar,133103,0,1
Haryana,Yamunanagar,133204,1,3
Haryana,Yamunanagar,135001,116,633
Haryana,Yamunanagar,135002,3,49
Haryana,Yamunanagar,135003,19,38
Haryana,Yamunanagar,135021,2,0
Haryana,Yamunanagar,135101,0,6
Haryana,Yamunanagar,135102,1,2
Haryana,Yamunanagar,135103,0,4
Haryana,Yamunanagar,135106,0,1
Haryana,Yamunanagar,135133,0,3
Himachal Pradesh,Bilaspur,174001,1439,1842
Himachal Pradesh,Bilaspur,174002,371,396
Himachal Pradesh,Bilaspur,174003,248,338
Himachal Pradesh,Bilaspur,174004,484,580
Himachal Pradesh,Bilaspur,174005,38,38
Himachal Pradesh,Bilaspur,174011,177,285
Himachal Pradesh,Bilaspur,174012,112,128
Himachal Pradesh,Bilaspur,174013,266,224
Himachal Pradesh,Bilaspur,174015,283,253
Himachal Pradesh,Bilaspur,174017,265,414
Himachal Pradesh,Bilaspur,174021,1108,1424
Himachal Pradesh,Bilaspur,174023,213,398
Himachal Pradesh,Bilaspur,174024,149,253
Himachal Pradesh,Bilaspur,174026,445,568
Himachal Pradesh,Bilaspur,174027,426,497
Himachal Pradesh,Bilaspur,174028,365,473
Himachal Pradesh,Bilaspur,174029,857,1130
Himachal Pradesh,Bilaspur,174030,445,553
Himachal Pradesh,Bilaspur,174031,291,305
Himachal Pradesh,Bilaspur,174032,204,317
Himachal Pradesh,Bilaspur,174033,319,310
Himachal Pradesh,Bilaspur,174034,394,426
Himachal Pradesh,Bilaspur,174035,189,290
Himachal Pradesh,Bilaspur,174036,41,17
Himachal Pradesh,Bilaspur,174201,270,374
Himachal Pradesh,Bilaspur,174310,273,400
Himachal Pradesh,Bilaspur,177029,1,0
Himachal Pradesh,Chamba,176207,1170,1335
Himachal Pradesh,Chamba,176301,426,283
Himachal Pradesh,Chamba,176302,833,730
Himachal Pradesh,Chamba,176303,509,335
Himachal Pradesh,Chamba,176304,154,121
Himachal Pradesh,Chamba,176305,38,14
Himachal Pradesh,Chamba,176306,403,298
Himachal Pradesh,Chamba,176308,366,437
Himachal Pradesh,Chamba,176309,686,616
Himachal Pradesh,Chamba,176310,1223,1461
Himachal Pradesh,Chamba,176311,1001,1068
Himachal Pradesh,Chamba,176312,770,653
Himachal Pradesh,Chamba,176313,335,227
Himachal Pradesh,Chamba,176314,1829,1864
Himachal Pradesh,Chamba,176315,475,499
Himachal Pradesh,Chamba,176316,1577,1887
Himachal Pradesh,Chamba,176317,52,27
Himachal Pradesh,Chamba,176318,303,338
Himachal Pradesh,Chamba,176319,613,640
Himachal Pradesh,Chamba,176320,746,731
Himachal Pradesh,Chamba,176321,1220,1099
Himachal Pradesh,Chamba,176323,618,2016
Himachal Pradesh,Chamba,176324,735,785
Himachal Pradesh,Chamba,176325,192,102
Himachal Pradesh,Chamba,176330,1,1
Himachal Pradesh,Hamirpur,174304,125,93
Himachal Pradesh,Hamirpur,174305,305,312
Himachal Pradesh,Hamirpur,174309,84,65
Himachal Pradesh,Hamirpur,174311,281,322
Himachal Pradesh,Hamirpur,174312,347,317
Himachal Pradesh,Hamirpur,174405,131,176
Himachal Pradesh,Hamirpur,174505,41,36
Himachal Pradesh,Hamirpur,176039,371,289
Himachal Pradesh,Hamirpur,176040,297,255
Himachal Pradesh,Hamirpur,176041,422,613
Himachal Pradesh,Hamirpur,176042,224,201
Himachal Pradesh,Hamirpur,176043,172,213
Himachal Pradesh,Hamirpur,176044,163,152
Himachal Pradesh,Hamirpur,176045,524,636
Himachal Pradesh,Hamirpur,176048,155,109
Himachal Pradesh,Hamirpur,176049,251,202
Himachal Pradesh,Hamirpur,176108,172,119
Himachal Pradesh,Hamirpur,176109,93,86
Himachal Pradesh,Hamirpur,176110,378,391
Himachal Pradesh,Hamirpur,176111,263,231
Himachal Pradesh,Hamirpur,177001,1241,1419
Himachal Pradesh,Hamirpur,177005,20,10
Himachal Pradesh,Hamirpur,177006,55,70
Himachal Pradesh,Hamirpur,177007,120,126
Himachal Pradesh,Hamirpur,177020,318,338
Himachal Pradesh,Hamirpur,177021,46,43
Himachal Pradesh,Hamirpur,177022,111,145
Himachal Pradesh,Hamirpur,177023,281,506
Himachal Pradesh,Hamirpur,177024,376,521
Himachal Pradesh,Hamirpur,177025,222,293
Himachal Pradesh,Hamirpur,177026,358,525
Himachal Pradesh,Hamirpur,177027,170,117
Himachal Pradesh,Hamirpur,177028,184,175
Himachal Pradesh,Hamirpur,177029,335,395
Himachal Pradesh,Hamirpur,177030,1,6
Himachal Pradesh,Hamirpur,177033,263,272
Himachal Pradesh,Hamirpur,177038,142,212
Himachal Pradesh,Hamirpur,177040,197,209
Himachal Pradesh,Hamirpur,177041,266,435
Himachal Pradesh,Hamirpur,177042,355,473
Himachal Pradesh,Hamirpur,177044,137,125
Himachal Pradesh,Hamirpur,177045,98,61
Himachal Pradesh,Hamirpur,177048,218,289
Himachal Pradesh,Hamirpur,177118,63,73
Himachal Pradesh,Hamirpur,177119,57,49
Himachal Pradesh,Hamirpur,177301,141,183
Himachal Pradesh,Hamirpur,177401,291,336
Himachal Pradesh,Hamirpur,177501,129,128
Himachal Pradesh,Hamirpur,177601,212,261
Himachal Pradesh,Kangra,175013,0,2
Himachal Pradesh,Kangra,176001,2143,1939
Himachal Pradesh,Kangra,176021,551,532
Himachal Pradesh,Kangra,176022,693,653
Himachal Pradesh,Kangra,176023,1211,1348
Himachal Pradesh,Kangra,176025,547,494
Himachal Pradesh,Kangra,176026,218,253
Himachal Pradesh,Kangra,176027,614,488
Himachal Pradesh,Kangra,176028,304,340
Himachal Pradesh,Kangra,176029,576,920
Himachal Pradesh,Kangra,176030,268,222
Himachal Pradesh,Kangra,176031,719,786
Himachal Pradesh,Kangra,176032,326,306
Himachal Pradesh,Kangra,176033,297,224
Himachal Pradesh,Kangra,176036,546,708
Himachal Pradesh,Kangra,176037,271,340
Himachal Pradesh,Kangra,176038,325,264
Himachal Pradesh,Kangra,176047,1437,1280
Himachal Pradesh,Kangra,176051,703,857
Himachal Pradesh,Kangra,176052,929,629
Himachal Pradesh,Kangra,176053,307,434
